Type,Name,Website,Address
fast_food,McDonald's,Not Provided," State Route 59, Clay County, Indiana, 47834, United States"
fast_food,Subway,Not Provided," State Route 59, Clay County, Indiana, 47834, United States"
fast_food,Culver's,https://www.culvers.com/restaurants/lebanon-indiana-lebanon-st," 2454, North Lebanon Street, Brendan Wood, Lebanon, Boone County, Indiana, 46052, United States"
fast_food,Taco Bell,Not Provided," North Lincoln Street, Greensburg, Decatur County, Indiana, 47240, United States"
fast_food,Papa John's,Not Provided," North Lincoln Street, Greensburg, Decatur County, Indiana, 47240, United States"
fast_food,Dunkin' Donuts,Not Provided," North Lincoln Street, Greensburg, Decatur County, Indiana, 47240, United States"
fast_food,Arby's,Not Provided," North Lincoln Street, Greensburg, Decatur County, Indiana, 47240, United States"
fast_food,KFC,Not Provided," North Lincoln Street, Greensburg, Decatur County, Indiana, 47240, United States"
restaurant,El Reparo,Not Provided," North Lincoln Street, Greensburg, Decatur County, Indiana, 47240, United States"
fast_food,Jack's,Not Provided," South Reed Road, Terrace Gardens, Kokomo, Howard County, Indiana, 46902, United States"
restaurant,Los Tres Caminos II,Not Provided," 913, West Main Street, Peru, Miami County, Indiana, 46970, United States"
restaurant,Beef 'O' Brady's,https://www.beefobradys.com/," 911, West Main Street, Peru, Miami County, Indiana, 46970, United States"
fast_food,Qdoba,Not Provided," 7800, Colonel H. Weir Cook Memorial Drive, Indianapolis, Marion County, Indiana, 46241, United States"
restaurant,Ali Baba,Not Provided," North Illinois Street, Indianapolis, Marion, Indiana, 46204, United States"
restaurant,Harry and Izzy's,Not Provided," 7800, Colonel H. Weir Cook Memorial Drive, Indianapolis, Marion County, Indiana, 46241, United States"
fast_food,Bub's Burgers,Not Provided," 7800, Colonel H. Weir Cook Memorial Drive, Indianapolis, Marion County, Indiana, 46241, United States"
fast_food,Bento,Not Provided," 7800, Colonel H. Weir Cook Memorial Drive, Indianapolis, Marion County, Indiana, 46241, United States"
pub,Rad Brewing Co,Not Provided," Dorman Street, Holy Cross, Near Eastside, Indianapolis, Marion County, Indiana, 46202, United States"
cafe,Copper Moon,Not Provided," Wishard Boulevard, Indianapolis, Marion County, Indiana, 46202, United States"
cafe,Red Wagon Cafe,Not Provided," Wishard Boulevard, Indianapolis, Marion County, Indiana, 46202, United States"
pub,Norris English Pub and Brewery,Not Provided," 202, East Seminary Street, Liberty, Union County, Indiana, 47353, United States"
cafe,Neidhammer Coffee Co.,Not Provided," 2102, East Washington Street, Willard Park, Near Eastside, Indianapolis, Marion County, Indiana, 46201, United States"
fast_food,Nature's Table,Not Provided," 7800, Colonel H. Weir Cook Memorial Drive, Indianapolis, Marion County, Indiana, 46241, United States"
fast_food,Azzip Pizza,https://azzippizza.com/location/terre-haute/," 4432, East Springhill Drive, Terre Haute, Vigo County, Indiana, 47802, United States"
fast_food,Burger King,Not Provided," US 41;US 150, Terre Haute, Vigo County, Indiana, 47802, United States"
fast_food,Papa John's,https://locations.papajohns.com/united-states/in/47802/terre-haute/4842-south-us-hwy-41," 4842, US 41;US 150, Terre Haute, Vigo County, Indiana, 47802, United States"
pub,CP Tavern,Not Provided," 8968, Madison Street, Napoleon, Ripley County, Indiana, 47034, United States"
fast_food,Panera Bread,Not Provided," US 41;US 150, Southwood, Vigo County, Indiana, 47802, United States"
restaurant,Los Tres Caminos,http://orderlostrescaminos.com/," 5147, US 41;US 150, Southwood, Terre Haute, Vigo County, Indiana, 47802, United States"
restaurant,Panda Garden,Not Provided," West Johnson Drive, Terre Haute, Vigo County, Indiana, 47802, United States"
ice_cream,Menchie's,https://www.menchies.com/locations/frozen-yogurt-riverside-plaza-in/," 3530, South 3rd Street, Terre Haute, Vigo County, Indiana, 47802, United States"
fast_food,Subway,Not Provided," West Johnson Drive, Terre Haute, Vigo County, Indiana, 47802, United States"
fast_food,Qdoba,https://locations.qdoba.com/us/in/terre-haute/3510-riverside-plaza.html," 3510, South 3rd Street, Terre Haute, Vigo County, Indiana, 47802, United States"
cafe,Foundation Coffee Company,https://www.foundationcoffeecompany.org/," 4565, Marcy Lane, Indianapolis, Marion County, Indiana, 46205, United States"
cafe,Starbucks,Not Provided," 3630, South Street, Lafayette, Tippecanoe County, Indiana, 47905, United States"
restaurant,TaColumbus,Not Provided," National Road, Columbus, Bartholomew County, Indiana, 47203, United States"
fast_food,Five Guys,Not Provided," Marr Road, Columbus, Bartholomew County, Indiana, 47203, United States"
cafe,Starbucks,Not Provided," National Road, Columbus, Bartholomew County, Indiana, 47203, United States"
fast_food,Penn Station,Not Provided," National Road, Columbus, Bartholomew County, Indiana, 47203, United States"
restaurant,Comida,Not Provided," East 9th Street, St. Joseph, Indianapolis, Marion County, Indiana, 46204, United States"
ice_cream,Chris' Ice Cream,chrisicecreamindy.com," East 86th Street, Nora, Indianapolis, Marion County, Indiana, 46240, United States"
restaurant,Saratoga Restaurant,Not Provided," Wabash Avenue, Terre Haute, Vigo County, Indiana, 47803, United States"
restaurant,Taco Tequila’s,Not Provided," Wabash Avenue, Terre Haute, Vigo County, Indiana, 47803, United States"
restaurant,Roly Poly Sandwiches,Not Provided," 200, North 7th Street, Terre Haute, Vigo County, Indiana, 47809, United States"
restaurant,China Garden,https://website-1628227620853778963131-chineserestaurant.business.site/," 1353, Wabash Avenue, Terre Haute, Vigo County, Indiana, 47803, United States"
fast_food,Papa John's,Not Provided," Wabash Avenue, Terre Haute, Vigo County, Indiana, 47803, United States"
fast_food,Little Caesars,Not Provided," 21st Street, Columbus, Bartholomew County, Indiana, 47203, United States"
restaurant,Chen's Wok,Not Provided," Whitestown Parkway, Boone County, Indiana, 46075, United States"
restaurant,McAlister's Deli,Not Provided," Main Street, Boone County, Indiana, 46077, United States"
cafe,Federal Coffee and Fine Foods,https://www.drinkfederalcoffee.com/," Wabash Avenue, Terre Haute, Vigo County, Indiana, 47803, United States"
fast_food,Footers Pizza,https://footers-pizza.business.site/," East Poplar Street, Terre Haute, Vigo County, Indiana, 47803, United States"
fast_food,Noble Roman's,Not Provided," Chamberlain Street, Terre Haute, Vigo County, Indiana, 47805, United States"
fast_food,Moe's Southwest Grill,Not Provided," Helen Avenue, Terre Haute, Vigo County, Indiana, 47802, United States"
fast_food,Subway,Not Provided," West Parrish Road, Bloomington, Monroe County, Indiana, 47404, United States"
restaurant,MCL,https://www.mclhomemade.com/locations/," South 27th Street, Terre Haute, Vigo County, Indiana, 47807, United States"
fast_food,Freddy's,Not Provided," 3307, West 3rd Street, Bloomington, Monroe County, Indiana, 47404, United States"
cafe,Commissary Barber & Barista,Not Provided," 306, East New York Street, Indianapolis, Marion, Indiana, 46204, United States"
cafe,Hubbard & Cravens Coffee and Tea,Not Provided," 11, South Meridian Street, Indianapolis, Marion, Indiana, 46204, United States"
cafe,Georgia Street Grind,Not Provided," 1001 #101, West Georgia Street, Indianapolis, Marion County, Indiana, 46204, United States"
cafe,Bee Coffee Roasters,Not Provided," 201 #110, Pan American Plaza, Indianapolis, Marion County, Indiana, 46206, United States"
restaurant,Saffron Cafe,Not Provided," 621, Fort Wayne Avenue, St. Joseph, Indianapolis, Marion County, Indiana, 46204, United States"
restaurant,Cafe Patachou,Not Provided," 10, South Capitol Avenue, Indianapolis, Marion, Indiana, 46204, United States"
restaurant,Petra Cafe,Not Provided," 610, Massachusetts Avenue, Massachusetts Avenue Commercial District, Chatham-Arch, Indianapolis, Marion County, Indiana, 46202, United States"
restaurant,Royal Mandarin,http://royalmandarinexpress.com/," South 27th Street, Terre Haute, Vigo County, Indiana, 47807, United States"
fast_food,Moe's Southwest Grill,Not Provided," West 10th Street, Historic Ransom Place, Indianapolis, Marion County, Indiana, 46234, United States"
pub,Ziggie's,Not Provided," National Road, North Columbus, Columbus, Bartholomew County, Indiana, 47203, United States"
fast_food,Starbucks - Circle City News,Not Provided," 7800, Colonel H. Weir Cook Memorial Drive, Indianapolis, Marion County, Indiana, 46241, United States"
restaurant,Yogi's Bar & Grill,Not Provided," 302, North Walnut Street, Bloomington, Monroe County, Indiana, 47404, United States"
cafe,Needmore Coffee Roasters,Not Provided," 104, North Pete Ellis Drive, Bloomington, Monroe County, Indiana, 47408, United States"
cafe,Crumble Coffee and Bakery,Not Provided," 532, North College Avenue, Bloomington, Monroe County, Indiana, 47404, United States"
fast_food,Naughty Dog,Not Provided," South Welmir Drive, Bloomington, Monroe County, Indiana, 47403, United States"
fast_food,Square Donuts,Not Provided," South Welmir Drive, Bloomington, Monroe County, Indiana, 47403, United States"
restaurant,China Buffet,Not Provided," Pheasant Run Drive, Batesville, Franklin County, Indiana, 47006, United States"
fast_food,Subway,Not Provided," Cross County Plaza, Batesville, Franklin County, Indiana, 47006, United States"
fast_food,Taco Bell,Not Provided," Wilbur Wright Road, Henry County, Indiana, 47387, United States"
fast_food,Subway,Not Provided," 2399, US 40;SR 46, Terre Haute, Vigo County, Indiana, 47803, United States"
fast_food,Five Guys,Not Provided," US 41;US 150, Terre Haute, Vigo County, Indiana, 47802, United States"
restaurant,Scout's Pizzeria,https://vervenightclub.com/scouts-pizzeria/," 677, Wabash Avenue, Terre Haute, Vigo County, Indiana, 47803, United States"
fast_food,Subway,Not Provided," Maple Avenue, Terre Haute, Vigo County, Indiana, 47804, United States"
fast_food,Subway,Not Provided," Hancock Street, Terre Haute, Vigo County, Indiana, 47804, United States"
fast_food,Qdoba,Not Provided," Rockville Road, Avon, Hendricks County, Indiana, 46123, United States"
restaurant,Rollie's Pizza,http://www.rolliespizza.com/," South 7th Street, Terre Haute, Vigo County, Indiana, 47802, United States"
cafe,Gold Leaf,Not Provided," East 46th Street, Indianapolis, Marion County, Indiana, 46205, United States"
restaurant,Asia Wok,asiawokplainfieldin.com," 2012, Stafford Road, Plainfield, Hendricks County, Indiana, 46168, United States"
restaurant,Bru Burger,http://www.bruburgerbar.com/," Futura Parkway, Plainfield, Hendricks County, Indiana, 46168, United States"
restaurant,Stone Creek,http://www.stonecreekdining.com/," 2498, Futura Parkway, Plainfield, Hendricks County, Indiana, 46168, United States"
restaurant,Ballyhoo Tavern,http://www.ballyhootavern.com/home," 200, North 7th Street, Terre Haute, Vigo County, Indiana, 47809, United States"
ice_cream,Not Provided,Not Provided," North Main Street, Linden, Montgomery County, Indiana, 47955, United States"
ice_cream,Bainbridge Dairiette,Not Provided," North Green Street, Bainbridge, Putnam County, Indiana, 46105, United States"
ice_cream,Not Provided,Not Provided," Crawfordsville, Montgomery County, Indiana, 47933, United States"
cafe,Starbucks,Not Provided," 200, North 7th Street, Terre Haute, Vigo County, Indiana, 47809, United States"
cafe,Cafe Patachou,Not Provided," 4901, North Pennsylvania Street, Meridian Kessler, Indianapolis, Marion County, Indiana, 46205, United States"
cafe,6th Street Coffee Co.,https://6thstreetcoffee.com/," 7, East 6th Street, Ridgeview, Peru, Miami County, Indiana, 46970, United States"
fast_food,Little Caesars,Not Provided," East Springhill Drive, Spring Hill, Vigo County, Indiana, 47802, United States"
fast_food,Penn Station East Coast Subs,Not Provided," South 4th Street, Terre Haute, Vigo County, Indiana, 47802, United States"
restaurant,Million's Crab,https://terrehaute.millionscrab.com/," 5601, US 41;US 150, Southwood, Vigo County, Indiana, 47802, United States"
fast_food,McDonald's,Not Provided," 4499, State Road 46, Bloomington, Monroe County, Indiana, 47404, United States"
restaurant,Montana Mike's Steakhouse,https://montanamikes.com/," Scatterfield Road, Anderson, Madison County, Indiana, 46013, United States"
fast_food,Dunkin',https://www.dunkindonuts.com/," 11614, Allisonville Road, Fishers, Hamilton County, Indiana, 46038, United States"
fast_food,Hardee's,Not Provided," West 10th Street, Historic Ransom Place, Indianapolis, Marion County, Indiana, 46202, United States"
fast_food,Dairy Queen,Not Provided," 5th Avenue, Terre Haute, Vigo County, Indiana, 47807, United States"
cafe,Provider,Not Provided," 1101, East 16th Street, Old Northside Historic District, Old Northside, Indianapolis, Marion County, Indiana, 46202, United States"
pub,Charlie's Pub and Grub,Not Provided," Crawford Street, Terre Haute, Vigo County, Indiana, 47803, United States"
pub,Loom,Not Provided," East 46th Street, Indianapolis, Marion County, Indiana, 46205, United States"
fast_food,Jack's,http://www.jacksdonuts.com/," 13578, East 131st Street, Fishers, Hamilton County, Indiana, 46037, United States"
fast_food,Pizza King,Not Provided," 3613, South 18th Street, Altamont Switch, Lafayette, Tippecanoe County, Indiana, 47909, United States"
cafe,Meadows Cafe,Not Provided," South 27th Street, Terre Haute, Vigo County, Indiana, 47807, United States"
pub,Poplar Pub,Not Provided," South 27th Street, Terre Haute, Vigo County, Indiana, 47807, United States"
fast_food,Jimmy John's,Not Provided," 1052, Sagamore Parkway West, Crumb Corner, West Lafayette, Tippecanoe County, Indiana, 47906, United States"
restaurant,Heisei,Not Provided," 907, Sagamore Parkway West, Crumb Corner, West Lafayette, Tippecanoe County, Indiana, 47906, United States"
cafe,Starbucks,Not Provided," US 52;US 231, West Lafayette, Tippecanoe County, Indiana, 47906, United States"
restaurant,Parthenon Greek American Grill,Not Provided," 2060, Sagamore Parkway West, West Lafayette, Tippecanoe County, Indiana, 47906, United States"
restaurant,China Dragon,Not Provided," Sagamore Parkway West, West Lafayette, Tippecanoe County, Indiana, 47906, United States"
fast_food,Little Caesars,Not Provided," Sagamore Parkway West, West Lafayette, Tippecanoe County, Indiana, 47906, United States"
